ID,year,region,npg,birth_rate,death_rate,gdw,urbanization
1545,2008,Jewish Autonomous Oblast,-1.4,13.9,15.9,55.94,67.3
1546,2008,Zabaykalsky Krai,1.6,15.9,14.4,56.5,64.9
1547,2008,Ivanovo Oblast,-9.0,10.3,19.3,64.27,80.8
1548,2008,Republic of Ingushetia,15.2,18.3,3.8,65.91,42.6
1549,2008,Irkutsk Oblast,0.9,15.0,14.4,57.9,79.4
1550,2008,Kabardino-Balkar Republic,4.4,13.5,9.4,57.71,57.4
1551,2008,Kaliningrad Oblast,-4.0,11.3,15.3,56.56,77.3
1552,2008,Republic of Kalmykia,4.8,15.3,10.2,54.14,43.9
1553,2008,Kaluga Oblast,-6.9,10.4,17.1,61.35,75.3
1554,2008,Kamchatka Krai,0.3,11.7,12.0,48.06,79.1
1555,2008,Karachay-Cherkess Republic,3.8,14.9,10.1,59.75,43.9
1556,2008,Republic of Karelia,-5.1,11.1,17.0,57.33,77.1
1557,2008,Kemerovo Oblast,-3.3,13.0,16.6,58.27,85.2
1558,2008,Kirov Oblast,-5.8,11.3,17.5,59.79,73.1
1559,2008,Kostroma Oblast,-6.7,11.3,18.4,62.25,69.2
1560,2008,Krasnodar Krai,-2.0,12.2,14.1,64.59,52.8
1561,2008,Krasnoyarsk Krai,-0.7,12.8,13.8,54.59,76.0
1562,2008,Republic of Crimea,,,,,
1563,2008,Kurgan Oblast,-3.8,12.4,16.7,64.18,59.3
1564,2008,Kursk Oblast,-7.6,10.7,18.5,64.87,63.7
1565,2008,Leningrad Oblast,-9.2,8.8,17.3,59.23,66.0
1566,2008,Lipetsk Oblast,-6.3,10.8,16.9,62.99,63.3
1567,2008,Magadan Oblast,-2.9,10.9,13.9,44.16,94.6
1568,2008,Mari El Republic,-2.9,12.3,15.2,54.85,62.8
1569,2008,Republic of Mordovia,-5.9,9.8,15.5,58.1,59.2
1570,2008,Moscow,-1.5,10.3,11.1,54.31,100.0
1571,2008,Moscow Oblast,-6.1,10.5,16.1,59.05,79.9
1572,2008,Murmansk Oblast,-1.3,10.7,12.5,47.81,92.6
1573,2008,Nenets Autonomous Okrug,3.6,16.4,12.8,52.42,66.6
1574,2008,Nizhny Novgorod Oblast,-7.6,10.6,18.2,62.17,78.5
1575,2008,Novgorod Oblast,-10.3,10.6,20.9,64.56,71.3
1576,2008,Novosibirsk Oblast,-2.0,12.5,14.5,57.0,76.3
1577,2008,Omsk Oblast,-1.9,12.4,14.5,56.58,71.0
1578,2008,Orenburg Oblast,-1.9,12.7,15.1,59.64,59.1
1579,2008,Oryol Oblast,-7.0,10.2,17.6,64.33,65.2
1580,2008,Penza Oblast,-6.1,10.2,16.1,62.79,66.3
1581,2008,Perm Krai,-2.5,13.0,15.8,59.23,75.5
1582,2008,Primorsky Krai,-3.2,11.3,14.7,55.21,75.8
1583,2008,Pskov Oblast,-11.7,10.0,21.8,64.5,69.2
1584,2008,Altai Republic,9.1,21.3,12.5,59.66,26.9
1585,2008,Komi Republic,-0.5,12.2,13.2,49.41,76.1
1586,2008,Tuva Republic,13.9,25.2,11.6,62.31,51.8
1587,2008,Rostov Oblast,-4.2,10.8,14.9,62.16,66.8
1588,2008,Ryazan Oblast,-8.5,10.1,18.4,66.22,70.6
1589,2008,Samara Oblast,-3.9,11.4,15.0,59.2,80.1
1590,2008,Saint Petersburg,-4.2,10.4,14.0,58.28,100.0
1591,2008,Saratov Oblast,-4.6,10.6,15.4,62.09,74.2
1592,2008,Sakhalin Oblast,-2.2,12.3,14.7,50.85,79.1
1593,2008,Sverdlovsk Oblast,-2.3,12.4,15.0,58.92,83.5
1594,2008,Sevastopol,,,,,
1595,2008,Republic of North Ossetia-Alania,2.8,14.2,11.2,66.11,63.7
1596,2008,Smolensk Oblast,-9.6,10.1,19.2,59.23,72.0
1597,2008,Stavropol Krai,-1.2,12.2,13.1,62.08,56.8
1598,2008,Tambov Oblast,-8.6,9.2,17.6,65.52,58.2
1599,2008,Republic of Tatarstan,-1.2,11.8,13.0,59.16,74.8
1600,2008,Tver Oblast,-10.0,10.7,20.6,66.21,73.9
1601,2008,Tomsk Oblast,-0.1,12.8,13.0,53.82,69.3
1602,2008,Tula Oblast,-11.4,9.0,20.1,65.98,79.8
1603,2008,Tyumen Oblast,6.0,15.1,9.2,54.07,63.6
1604,2008,Udmurt Republic,-0.7,13.3,14.0,56.33,70.4
1605,2008,Ulyanovsk Oblast,-5.0,10.3,15.2,58.99,73.4
1606,2008,Khabarovsk Krai,-1.8,12.2,14.5,53.49,81.7
1607,2008,Republic of Khakassia,1.0,14.8,14.0,56.54,70.7
1608,2008,Khanty–Mansi Autonomous Okrug – Yugra,8.5,15.3,6.8,40.3,91.1
1609,2008,Chelyabinsk Oblast,-2.2,12.8,15.1,60.23,81.8
1610,2008,Chechen Republic,24.8,29.3,4.5,69.93,35.8
1611,2008,Chuvash Republic,-2.7,11.7,14.6,58.19,61.4
1612,2008,Chukotka Autonomous Okrug,2.7,15.1,11.8,42.28,65.0
1613,2008,Sakha (Yakutia) Republic,6.1,16.2,10.0,53.03,64.2
1614,2008,Yamalo-Nenets Autonomous Okrug,9.1,14.5,5.7,38.46,84.7
1615,2008,Yaroslavl Oblast,-7.0,10.4,17.7,64.15,81.9
1616,2009,Republic of Adygea,-1.6,12.4,14.1,67.36,51.1
1617,2009,Altai Krai,-1.9,12.4,14.7,60.59,54.5
1618,2009,Amur Oblast,-1.4,13.2,15.1,56.86,66.6
1619,2009,Arkhangelsk Oblast,-2.1,12.3,14.5,58.11,75.1
1620,2009,Astrakhan Oblast,0.8,14.2,13.3,59.95,66.6
1621,2009,Republic of Bashkortostan,0.6,13.7,13.1,59.84,60.1
1622,2009,Belgorod Oblast,-3.4,11.0,14.4,62.04,65.8
1623,2009,Bryansk Oblast,-5.8,11.1,17.0,63.34,68.9
1624,2009,Republic of Buryatia,4.4,17.4,12.9,56.92,56.0
1625,2009,Vladimir Oblast,-7.6,10.8,18.2,64.22,77.5
1626,2009,Volgograd Oblast,-3.1,11.4,14.4,63.1,75.6
1627,2009,Vologda Oblast,-3.8,12.4,16.3,59.85,69.7
1628,2009,Voronezh Oblast,-6.6,10.4,16.5,64.78,62.0
1629,2009,Republic of Dagestan,12.4,18.5,5.9,61.06,44.6
1630,2009,Jewish Autonomous Oblast,-1.6,13.2,15.4,57.46,67.4
1631,2009,Zabaykalsky Krai,2.2,15.9,13.8,57.6,65.1
1632,2009,Ivanovo Oblast,-8.0,10.6,18.6,64.51,80.9
1633,2009,Republic of Ingushetia,15.0,18.7,4.6,65.52,42.8
1634,2009,Irkutsk Oblast,1.3,15.2,14.3,59.14,79.4
1635,2009,Kabardino-Balkar Republic,4.2,13.6,9.8,57.53,54.8
1636,2009,Kaliningrad Oblast,-3.1,11.5,14.6,57.42,77.2
1637,2009,Republic of Kalmykia,4.1,15.1,10.7,54.71,44.0
1638,2009,Kaluga Oblast,-6.2,10.5,16.5,61.95,75.3
1639,2009,Kamchatka Krai,0.1,11.9,12.5,49.46,78.0
1640,2009,Karachay-Cherkess Republic,3.5,14.5,10.0,59.85,44.0
1641,2009,Republic of Karelia,-4.0,11.5,16.3,58.91,77.5
1642,2009,Kemerovo Oblast,-2.6,13.3,16.2,59.57,85.2
1643,2009,Kirov Oblast,-5.2,11.4,17.1,61.17,73.3
1644,2009,Kostroma Oblast,-5.4,11.8,17.6,63.16,69.4
1645,2009,Krasnodar Krai,-1.3,12.4,13.5,65.06,52.8
1646,2009,Krasnoyarsk Krai,0.2,13.2,13.3,55.49,75.8
1647,2009,Republic of Crimea,,,,,
1648,2009,Kurgan Oblast,-3.1,12.6,16.2,65.35,59.5
1649,2009,Kursk Oblast,-6.8,10.8,17.8,65.35,64.2
1650,2009,Leningrad Oblast,-7.8,9.2,16.3,59.87,65.9
1651,2009,Lipetsk Oblast,-5.6,10.9,16.2,63.58,63.4
1652,2009,Magadan Oblast,-1.2,12.1,13.5,45.84,94.9
1653,2009,Mari El Republic,-2.2,12.7,14.9,55.79,62.9
1654,2009,Republic of Mordovia,-5.9,9.8,15.5,58.62,59.6
1655,2009,Moscow,-0.4,11.0,10.6,55.29,100.0
1656,2009,Moscow Oblast,-4.9,11.0,15.3,59.48,80.2
1657,2009,Murmansk Oblast,-1.2,10.8,12.5,49.27,92.7
1658,2009,Nenets Autonomous Okrug,4.8,16.5,11.8,54.26,67.2
1659,2009,Nizhny Novgorod Oblast,-6.6,10.9,17.4,62.66,78.6
1660,2009,Novgorod Oblast,-9.2,11.2,20.4,65.53,71.2
1661,2009,Novosibirsk Oblast,-1.2,12.9,14.0,57.7,76.6
1662,2009,Omsk Oblast,-0.9,12.7,13.8,57.04,71.2
1663,2009,Orenburg Oblast,-0.5,13.3,14.3,60.4,59.2
1664,2009,Oryol Oblast,-6.2,10.4,17.0,64.86,65.4
1665,2009,Penza Oblast,-5.5,10.3,15.6,63.54,66.6
1666,2009,Perm Krai,-1.7,13.3,15.3,60.39,75.2
1667,2009,Primorsky Krai,-2.0,11.8,14.0,56.22,75.9
1668,2009,Pskov Oblast,-10.5,10.4,21.1,65.23,69.6
1669,2009,Altai Republic,8.4,20.3,12.2,61.42,27.1
1670,2009,Komi Republic,-0.4,12.4,13.3,50.65,76.3
1671,2009,Tuva Republic,14.5,26.1,12.0,63.97,51.9
1672,2009,Rostov Oblast,-3.8,10.9,14.5,62.43,67.0
1673,2009,Ryazan Oblast,-7.7,10.1,17.7,66.59,70.5
1674,2009,Samara Oblast,-3.3,11.5,14.6,60.07,80.2
1675,2009,Saint Petersburg,-2.8,11.3,13.5,58.77,100.0
1676,2009,Saratov Oblast,-4.3,10.7,15.2,62.83,74.3
1677,2009,Sakhalin Oblast,-2.4,12.1,14.7,52.8,79.3
1678,2009,Sverdlovsk Oblast,-1.5,12.8,14.6,60.1,83.6
1679,2009,Sevastopol,,,,,
1680,2009,Republic of North Ossetia-Alania,2.9,14.3,11.2,66.3,63.6
1681,2009,Smolensk Oblast,-8.4,10.8,18.7,59.87,72.3
1682,2009,Stavropol Krai,-1.1,12.1,12.9,61.79,56.9
1683,2009,Tambov Oblast,-8.0,9.3,17.1,65.87,58.4
1684,2009,Republic of Tatarstan,-0.3,12.4,12.7,59.35,75.0
1685,2009,Tver Oblast,-8.9,11.1,19.9,66.57,74.2
1686,2009,Tomsk Oblast,0.3,13.2,12.9,54.47,69.6
1687,2009,Tula Oblast,-9.9,9.5,19.1,66.53,79.8
1688,2009,Tyumen Oblast,6.7,15.5,9.0,54.86,64.0
1689,2009,Udmurt Republic,0.6,13.8,13.2,57.43,69.2
1690,2009,Ulyanovsk Oblast,-4.4,10.5,14.9,59.8,73.5
1691,2009,Khabarovsk Krai,-1.1,12.5,14.2,54.53,81.7
1692,2009,Republic of Khakassia,1.5,15.0,13.6,57.87,70.7
1693,2009,Khanty–Mansi Autonomous Okrug – Yugra,9.0,15.6,6.7,41.66,91.3
1694,2009,Chelyabinsk Oblast,-1.3,13.0,14.4,61.05,81.9
1695,2009,Chechen Republic,23.8,29.1,5.4,70.85,35.9
1696,2009,Chuvash Republic,-1.1,12.6,13.9,58.52,57.8
1697,2009,Chukotka Autonomous Okrug,1.2,14.2,12.4,44.57,64.7
1698,2009,Sakha (Yakutia) Republic,7.0,16.8,9.8,53.72,64.4
1699,2009,Yamalo-Nenets Autonomous Okrug,9.7,15.1,5.6,39.65,84.7
1700,2009,Yaroslavl Oblast,-5.7,10.9,16.9,64.88,82.0
1701,2010,Republic of Adygea,-1.2,12.9,14.1,68.34,51.0
1702,2010,Altai Krai,-2.3,12.7,15.0,62.72,54.3
1703,2010,Amur Oblast,-1.5,13.8,15.3,58.76,66.5
1704,2010,Arkhangelsk Oblast,-2.0,12.4,14.6,60.63,75.5
1705,2010,Astrakhan Oblast,0.7,14.2,13.5,61.37,66.7
1706,2010,Republic of Bashkortostan,0.6,14.0,13.4,61.12,60.3
1707,2010,Belgorod Oblast,-3.5,10.9,14.4,63.16,65.9
1708,2010,Bryansk Oblast,-6.3,10.7,17.0,64.53,69.0
1709,2010,Republic of Buryatia,4.3,17.0,12.7,59.33,57.8
1710,2010,Vladimir Oblast,-7.2,10.8,18.0,65.92,77.5
1711,2010,Volgograd Oblast,-3.4,11.3,14.7,64.35,75.7
1712,2010,Vologda Oblast,-4.2,12.5,16.7,61.97,70.0
1713,2010,Voronezh Oblast,-6.8,10.2,17.0,65.87,62.1
1714,2010,Republic of Dagestan,12.1,18.0,5.9,60.93,44.8
1715,2010,Jewish Autonomous Oblast,-1.9,13.6,15.5,59.62,67.3
1716,2010,Zabaykalsky Krai,2.1,15.9,13.8,59.46,65.5
1717,2010,Ivanovo Oblast,-8.0,10.4,18.4,65.95,80.8
1718,2010,Republic of Ingushetia,22.6,27.1,4.5,66.25,42.7
1719,2010,Irkutsk Oblast,0.8,15.2,14.4,61.21,79.4
1720,2010,Kabardino-Balkar Republic,5.2,14.6,9.4,58.3,54.7
1721,2010,Kaliningrad Oblast,-2.8,11.4,14.2,58.95,77.2
1722,2010,Republic of Kalmykia,4.3,15.3,11.0,56.04,44.1
1723,2010,Kaluga Oblast,-5.5,11.0,16.5,63.34,75.2
1724,2010,Kamchatka Krai,-0.6,12.0,12.6,51.44,78.3
1725,2010,Karachay-Cherkess Republic,2.9,12.9,10.0,61.17,43.7
1726,2010,Republic of Karelia,-4.1,12.1,16.2,61.44,77.7
1727,2010,Kemerovo Oblast,-3.0,13.1,16.1,61.7,85.3
1728,2010,Kirov Oblast,-5.0,11.7,16.7,63.51,73.6
1729,2010,Kostroma Oblast,-5.6,12.1,17.7,65.26,69.6
1730,2010,Krasnodar Krai,-1.3,12.2,13.5,66.35,52.8
1731,2010,Krasnoyarsk Krai,0.1,13.6,13.5,57.18,76.0
1732,2010,Republic of Crimea,,,,,
1733,2010,Kurgan Oblast,-3.1,12.9,16.0,67.59,59.9
1734,2010,Kursk Oblast,-6.5,11.1,17.6,66.69,64.7
1735,2010,Leningrad Oblast,-7.0,8.8,15.8,61.41,65.8
1736,2010,Lipetsk Oblast,-5.8,10.9,16.7,65.1,63.5
1737,2010,Magadan Oblast,-1.5,11.5,13.0,48.48,95.2
1738,2010,Mari El Republic,-2.5,12.7,15.2,57.62,63.0
1739,2010,Republic of Mordovia,-6.2,9.5,15.7,59.79,60.1
1740,2010,Moscow,-0.3,10.7,11.0,56.83,100.0
1741,2010,Moscow Oblast,-4.5,10.9,15.4,60.57,80.2
1742,2010,Murmansk Oblast,-0.2,11.7,11.9,51.35,92.7
1743,2010,Nenets Autonomous Okrug,4.7,16.6,11.9,56.93,67.0
1744,2010,Nizhny Novgorod Oblast,-7.0,10.9,17.9,64.13,78.8
1745,2010,Novgorod Oblast,-8.7,11.3,20.0,67.54,70.5
1746,2010,Novosibirsk Oblast,-0.7,13.2,13.9,59.05,76.9
1747,2010,Omsk Oblast,-0.7,13.2,13.9,58.43,71.2
1748,2010,Orenburg Oblast,-0.5,14.0,14.5,61.84,59.4
1749,2010,Oryol Oblast,-6.4,11.0,17.4,66.32,65.4
1750,2010,Penza Oblast,-5.7,10.2,15.9,65.0,66.8
1751,2010,Perm Krai,-1.2,14.1,15.3,62.45,74.8
1752,2010,Primorsky Krai,-2.5,11.8,14.3,57.73,76.0
1753,2010,Pskov Oblast,-10.7,10.5,21.2,67.13,69.8
1754,2010,Altai Republic,8.3,20.5,12.2,64.19,27.5
1755,2010,Komi Republic,-0.2,12.9,13.1,52.89,76.6
1756,2010,Tuva Republic,15.2,26.8,11.6,65.95,52.4
1757,2010,Rostov Oblast,-3.8,10.9,14.7,63.61,67.1
1758,2010,Ryazan Oblast,-7.9,10.2,18.1,67.89,70.7
1759,2010,Samara Oblast,-3.6,11.6,15.2,61.58,80.2
1760,2010,Saint Petersburg,-2.0,11.4,13.4,59.91,100.0
1761,2010,Saratov Oblast,-4.9,10.8,15.7,64.2,74.4
1762,2010,Sakhalin Oblast,-2.8,12.1,14.9,55.51,79.5
1763,2010,Sverdlovsk Oblast,-0.9,13.4,14.3,62.22,83.7
1764,2010,Sevastopol,,,,,
1765,2010,Republic of North Ossetia-Alania,3.6,14.5,10.9,67.2,63.7
1766,2010,Smolensk Oblast,-8.0,10.4,18.4,61.41,72.4
1767,2010,Stavropol Krai,-0.5,11.9,12.4,62.54,57.0
1768,2010,Tambov Oblast,-8.0,9.5,17.5,67.1,58.5
1769,2010,Republic of Tatarstan,-0.2,12.9,13.1,60.53,75.2
1770,2010,Tver Oblast,-9.2,10.9,20.1,68.0,74.5
1771,2010,Tomsk Oblast,0.4,13.0,12.6,55.71,70.0
1772,2010,Tula Oblast,-9.8,9.5,19.3,67.92,79.7
1773,2010,Tyumen Oblast,7.1,15.8,9.0,56.78,59.9
1774,2010,Udmurt Republic,0.3,14.2,13.9,59.64,69.3
1775,2010,Ulyanovsk Oblast,-5.1,10.6,15.7,61.32,73.3
1776,2010,Khabarovsk Krai,-1.7,12.9,14.6,56.22,81.8
1777,2010,Republic of Khakassia,1.2,15.0,13.8,60.04,67.8
1778,2010,Khanty–Mansi Autonomous Okrug – Yugra,9.6,16.4,6.8,43.49,91.4
1779,2010,Chelyabinsk Oblast,-1.0,13.4,14.4,62.96,81.9
1780,2010,Chechen Republic,24.3,29.9,5.6,72.42,36.8
1781,2010,Chuvash Republic,-1.6,12.9,14.5,59.96,58.3
1782,2010,Chukotka Autonomous Okrug,0.9,14.7,13.8,47.11,64.6
1783,2010,Sakha (Yakutia) Republic,7.0,16.8,9.8,55.22,64.4
1784,2010,Yamalo-Nenets Autonomous Okrug,10.3,15.8,5.5,41.47,84.7
1785,2010,Yaroslavl Oblast,-6.0,11.2,17.2,67.03,82.1
1786,2011,Republic of Adygea,-1.2,12.6,13.8,69.86,50.9
1787,2011,Altai Krai,-1.9,12.7,14.6,65.04,54.8
1788,2011,Amur Oblast,-1.2,13.6,14.8,60.63,66.9
1789,2011,Arkhangelsk Oblast,-1.7,12.1,13.9,63.07,76.0
1790,2011,Astrakhan Oblast,1.2,14.2,13.0,62.83,66.7
1791,2011,Republic of Bashkortostan,0.4,13.8,13.4,62.42,60.6
1792,2011,Belgorod Oblast,-3.0,11.1,14.1,64.29,66.2
1793,2011,Bryansk Oblast,-5.2,10.9,16.1,65.84,69.1
1794,2011,Republic of Buryatia,4.3,17.0,12.7,61.43,58.5
1795,2011,Vladimir Oblast,-6.2,10.9,17.1,67.49,77.7
1796,2011,Volgograd Oblast,-2.6,11.2,13.8,65.64,76.0
1797,2011,Vologda Oblast,-2.7,13.0,15.7,64.04,70.8
1798,2011,Voronezh Oblast,-5.7,10.2,15.9,66.41,65.5
1799,2011,Republic of Dagestan,12.9,18.7,5.8,60.74,45.2
1800,2011,Jewish Autonomous Oblast,-1.3,14.2,15.5,61.09,67.8
1801,2011,Zabaykalsky Krai,2.2,15.5,13.3,60.87,66.0
1802,2011,Ivanovo Oblast,-6.5,10.4,16.9,67.49,81.0
1803,2011,Republic of Ingushetia,23.0,27.0,4.0,67.37,38.4
1804,2011,Irkutsk Oblast,1.3,15.3,14.0,62.86,79.6
1805,2011,Kabardino-Balkar Republic,5.6,15.0,9.4,59.41,54.4
1806,2011,Kaliningrad Oblast,-1.5,11.8,13.3,60.17,77.6
1807,2011,Republic of Kalmykia,4.5,14.6,10.1,57.83,44.1
1808,2011,Kaluga Oblast,-4.5,10.9,15.4,64.95,76.3
1809,2011,Kamchatka Krai,0.4,12.5,12.1,52.88,77.4
1810,2011,Karachay-Cherkess Republic,3.3,13.2,9.9,62.57,43.3
1811,2011,Republic of Karelia,-2.8,12.0,14.8,63.73,78.1
1812,2011,Kemerovo Oblast,-2.8,12.7,15.5,63.84,85.4
1813,2011,Kirov Oblast,-3.9,11.9,15.8,65.95,74.1
1814,2011,Kostroma Oblast,-4.3,12.3,16.6,67.26,70.0
1815,2011,Krasnodar Krai,-1.3,12.2,13.5,67.53,52.9
1816,2011,Krasnoyarsk Krai,0.5,13.5,13.0,58.71,76.4
1817,2011,Republic of Crimea,,,,,
1818,2011,Kurgan Oblast,-2.9,12.8,15.7,69.92,60.3
1819,2011,Kursk Oblast,-5.3,11.5,16.8,67.9,65.4
1820,2011,Leningrad Oblast,-6.1,8.6,14.7,63.03,65.7
1821,2011,Lipetsk Oblast,-4.5,10.7,15.2,66.6,63.7
1822,2011,Magadan Oblast,-1.4,11.6,13.0,50.85,95.5
1823,2011,Mari El Republic,-1.1,13.1,14.2,59.56,63.2
1824,2011,Republic of Mordovia,-5.3,9.5,14.8,61.06,60.6
1825,2011,Moscow,1.1,10.8,9.7,57.72,100.0
1826,2011,Moscow Oblast,-3.1,11.0,14.1,61.37,80.1
1827,2011,Murmansk Oblast,0.0,11.5,11.5,53.15,92.8
1828,2011,Nenets Autonomous Okrug,4.7,15.2,10.5,58.99,67.9
1829,2011,Nizhny Novgorod Oblast,-5.4,11.0,16.4,65.32,78.9
1830,2011,Novgorod Oblast,-7.1,11.3,18.4,69.49,70.7
1831,2011,Novosibirsk Oblast,-0.5,13.1,13.6,60.6,77.3
1832,2011,Omsk Oblast,0.1,13.6,13.5,60.0,71.5
1833,2011,Orenburg Oblast,-0.4,13.9,14.3,63.43,59.7
1834,2011,Oryol Oblast,-5.8,10.5,16.3,67.73,65.5
1835,2011,Penza Oblast,-5.1,10.1,15.2,66.62,67.2
1836,2011,Perm Krai,-0.6,14.1,14.7,64.48,75.0
1837,2011,Primorsky Krai,-2.1,12.0,14.1,58.8,76.1
1838,2011,Pskov Oblast,-8.9,10.5,19.4,69.02,70.2
1839,2011,Altai Republic,10.5,22.7,12.2,66.73,27.7
1840,2011,Komi Republic,0.7,13.1,12.4,55.02,77.0
1841,2011,Tuva Republic,16.5,27.5,11.0,68.03,53.1
1842,2011,Rostov Oblast,-3.4,10.9,14.3,64.66,67.3
1843,2011,Ryazan Oblast,-6.2,10.2,16.4,69.34,70.9
1844,2011,Samara Oblast,-2.9,11.5,14.4,62.8,80.3
1845,2011,Saint Petersburg,-0.9,11.6,12.5,60.19,100.0
1846,2011,Saratov Oblast,-3.8,10.7,14.5,65.48,74.6
1847,2011,Sakhalin Oblast,-2.4,11.8,14.2,57.47,79.8
1848,2011,Sverdlovsk Oblast,-0.6,13.5,14.1,64.08,83.9
1849,2011,Sevastopol,,,,,
1850,2011,Republic of North Ossetia-Alania,3.7,14.6,10.9,67.9,63.8
1851,2011,Smolensk Oblast,-6.4,10.4,16.8,63.03,72.7
1852,2011,Stavropol Krai,-0.5,11.8,12.3,63.52,57.2
1853,2011,Tambov Oblast,-7.1,9.3,16.4,68.38,58.7
1854,2011,Republic of Tatarstan,1.0,13.4,12.4,61.76,75.4
1855,2011,Tver Oblast,-7.7,11.0,18.7,69.43,74.8
1856,2011,Tomsk Oblast,0.8,13.0,12.2,57.48,70.3
1857,2011,Tula Oblast,-8.3,9.4,17.7,69.27,79.4
1858,2011,Tyumen Oblast,7.6,15.9,8.5,58.65,60.5
1859,2011,Udmurt Republic,1.0,14.4,13.4,61.89,68.7
1860,2011,Ulyanovsk Oblast,-4.0,10.8,14.8,62.83,73.6
1861,2011,Khabarovsk Krai,-1.6,12.9,14.5,57.4,81.8
1862,2011,Republic of Khakassia,1.7,15.1,13.4,62.38,67.4
1863,2011,Khanty–Mansi Autonomous Okrug – Yugra,9.9,16.4,6.5,45.23,91.5
1864,2011,Chelyabinsk Oblast,-0.6,13.6,14.2,64.78,82.0
1865,2011,Chechen Republic,23.7,29.0,5.3,73.05,34.9
1866,2011,Chuvash Republic,-0.7,12.9,13.6,61.38,58.9
1867,2011,Chukotka Autonomous Okrug,2.5,13.6,11.1,48.86,64.9
1868,2011,Sakha (Yakutia) Republic,7.7,17.1,9.4,56.61,64.1
1869,2011,Yamalo-Nenets Autonomous Okrug,10.2,15.6,5.4,42.81,84.8
1870,2011,Yaroslavl Oblast,-4.7,11.1,15.8,68.93,82.2
1871,2012,Republic of Adygea,-0.5,12.9,13.4,71.02,46.9
1872,2012,Altai Krai,-0.9,13.7,14.6,67.8,55.2
1873,2012,Amur Oblast,-0.4,14.3,14.7,63.04,67.0
1874,2012,Arkhangelsk Oblast,-0.8,12.6,13.6,65.76,76.4
1875,2012,Astrakhan Oblast,2.4,15.1,12.7,64.35,66.7
1876,2012,Republic of Bashkortostan,1.4,14.6,13.2,64.25,60.8
1877,2012,Belgorod Oblast,-2.4,11.6,14.0,65.78,66.4
1878,2012,Bryansk Oblast,-4.8,11.4,16.2,67.56,69.2
1879,2012,Republic of Buryatia,5.1,17.5,12.4,63.85,58.8
1880,2012,Vladimir Oblast,-5.2,11.5,16.7,69.6,77.6
1881,2012,Volgograd Oblast,-1.9,11.7,13.6,67.32,76.1
1882,2012,Vologda Oblast,-1.1,14.0,15.1,66.33,71.2
1883,2012,Voronezh Oblast,-4.7,10.9,15.6,67.68,65.9
1884,2012,Republic of Dagestan,13.4,19.1,5.7,60.71,45.1
1885,2012,Jewish Autonomous Oblast,-1.1,14.1,15.2,63.59,68.1
1886,2012,Zabaykalsky Krai,3.1,16.2,13.1,62.8,66.4
1887,2012,Ivanovo Oblast,-5.8,11.1,16.9,69.28,81.0
1888,2012,Republic of Ingushetia,17.7,21.4,3.7,67.78,39.2
1889,2012,Irkutsk Oblast,2.0,15.9,13.9,65.09,79.6
1890,2012,Kabardino-Balkar Republic,7.0,16.0,9.0,60.46,54.3
1891,2012,Kaliningrad Oblast,-0.8,12.4,13.2,62.05,77.5
1892,2012,Republic of Kalmykia,4.9,15.0,10.1,60.19,44.4
1893,2012,Kaluga Oblast,-4.1,11.7,15.8,66.72,75.9
1894,2012,Kamchatka Krai,1.5,13.1,11.6,54.43,77.5
1895,2012,Karachay-Cherkess Republic,3.9,13.7,9.8,63.71,43.1
1896,2012,Republic of Karelia,-2.8,12.6,15.4,66.31,78.4
1897,2012,Kemerovo Oblast,-1.4,13.8,15.2,66.22,85.4
1898,2012,Kirov Oblast,-2.8,12.8,15.6,68.67,74.5
1899,2012,Kostroma Oblast,-3.2,12.9,16.1,69.69,70.2
1900,2012,Krasnodar Krai,-0.2,13.0,13.2,68.57,53.3
1901,2012,Krasnoyarsk Krai,1.5,14.5,13.0,60.43,76.5
1902,2012,Republic of Crimea,,,,,
1903,2012,Kurgan Oblast,-2.1,13.9,16.0,73.44,60.4
1904,2012,Kursk Oblast,-4.6,12.0,16.6,69.75,65.9
1905,2012,Leningrad Oblast,-5.7,9.0,14.7,64.56,65.4
1906,2012,Lipetsk Oblast,-3.7,11.7,15.4,68.48,63.9
1907,2012,Magadan Oblast,-0.1,12.6,12.7,53.17,95.7
1908,2012,Mari El Republic,0.5,14.2,13.7,62.06,63.8
1909,2012,Republic of Mordovia,-4.5,10.0,14.5,62.74,61.0
1910,2012,Moscow,1.4,11.3,9.9,62.82,100.0
1911,2012,Moscow Oblast,-2.4,11.9,14.3,56.82,80.1
1912,2012,Murmansk Oblast,0.5,11.8,11.3,55.13,92.7
1913,2012,Nenets Autonomous Okrug,7.1,17.3,10.2,60.91,69.1
1914,2012,Nizhny Novgorod Oblast,-4.3,11.8,16.1,66.93,79.0
1915,2012,Novgorod Oblast,-5.8,12.1,17.9,71.85,70.6
1916,2012,Novosibirsk Oblast,0.3,13.9,13.6,62.33,77.6
1917,2012,Omsk Oblast,1.1,14.9,13.8,62.12,71.6
1918,2012,Orenburg Oblast,0.7,14.8,14.1,65.57,59.6
1919,2012,Oryol Oblast,-5.2,11.2,16.4,69.51,65.7
1920,2012,Penza Oblast,-4.1,10.8,14.9,68.51,67.6
1921,2012,Perm Krai,0.6,14.8,14.2,66.76,74.9
1922,2012,Primorsky Krai,-1.1,12.6,13.7,60.34,76.3
1923,2012,Pskov Oblast,-8.5,11.1,19.6,71.15,70.2
1924,2012,Altai Republic,10.9,22.4,11.5,70.02,28.7
